date,value,id
2015-04-30,110,0
2015-05-01,105,0
2015-05-02,115,0
2015-05-03,121,0
2015-05-04,87,0
2015-05-05,99,0
2015-05-06,107,0
2015-05-07,107,0
2015-05-08,108,0
2015-05-09,108,0
2015-05-10,141,0
2015-05-11,91,0
2015-05-12,111,0
2015-05-13,93,0
2015-05-14,102,0
2015-05-15,109,0
2015-05-16,118,0
2015-05-17,127,0
2015-05-18,80,0
2015-05-19,96,0
2015-05-20,98,0
2015-05-21,100,0
2015-05-22,101,0
2015-05-23,106,0
2015-05-24,128,0
2015-05-25,76,0
2015-05-26,101,0
2015-05-27,98,0
2015-05-28,105,0
2015-05-29,109,0
2015-05-30,108,0
2015-05-31,126,0
2015-06-01,70,0
2015-06-02,101,0
2015-06-03,100,0
2015-06-04,94,0
2015-06-05,88,0
2015-06-06,144,0
2015-06-07,128,0
2015-06-08,90,0
2015-06-09,103,0
2015-06-10,105,0
2015-06-11,113,0
2015-06-12,144,0
2015-06-13,113,0
2015-06-14,141,0
2015-06-15,82,0
2015-06-16,105,0
2015-06-17,101,0
2015-06-18,107,0
2015-06-19,139,0
2015-06-20,117,0
2015-06-21,139,0
2015-06-22,79,0
2015-06-23,102,0
2015-06-24,115,0
2015-06-25,104,0
2015-06-26,113,0
2015-06-27,114,0
2015-06-28,137,0
2015-06-29,93,0
2015-06-30,81,0
2015-07-01,90,0
2015-07-02,109,0
2015-07-03,121,0
2015-07-04,135,0
2015-07-05,150,0
2015-07-06,104,0
2015-07-07,114,0
2015-07-08,115,0
2015-07-09,116,0
2015-07-10,123,0
2015-07-11,148,0
2015-07-12,146,0
2015-07-13,84,0
2015-07-14,134,0
2015-07-15,95,0
2015-07-16,113,0
2015-07-17,108,0
2015-07-18,123,0
2015-07-19,163,0
2015-07-20,76,0
2015-07-21,104,0
2015-07-22,108,0
2015-07-23,113,0
2015-07-24,118,0
2015-07-25,125,0
2015-07-26,129,0
2015-07-27,91,0
2015-07-28,108,0
2015-07-29,126,0
2015-07-30,115,0
2015-07-31,146,0
2015-08-01,107,0
2015-08-02,117,0
2015-08-03,75,0
2015-08-04,84,0
2015-08-05,81,0
2015-08-06,103,0
2015-08-07,109,0
2015-08-08,106,0
2015-08-09,120,0
2015-08-10,95,0
2015-08-11,81,0
2015-08-12,91,0
2015-08-13,108,0
2015-08-14,102,0
2015-08-15,121,0
2015-08-16,109,0
2015-08-17,80,0
2015-08-18,71,0
2015-08-19,101,0
2015-08-20,98,0
2015-08-21,103,0
2015-08-22,131,0
2015-08-23,97,0
2015-08-24,79,0
2015-08-25,104,0
2015-08-26,84,0
2015-08-27,113,0
2015-08-28,127,0
2015-08-29,121,0
2015-08-30,121,0
2015-08-31,78,0
2015-09-01,68,0
2015-09-02,100,0
2015-09-03,87,0
2015-09-04,96,0
2015-09-05,110,0
2015-09-06,100,0
2015-09-07,53,0
2015-09-08,79,0
2015-09-09,84,0
2015-09-10,101,0
2015-09-11,97,0
2015-09-12,110,0
2015-09-13,120,0
2015-09-14,80,0
2015-09-15,104,0
2015-09-16,95,0
2015-09-17,105,0
2015-09-18,113,0
2015-09-19,118,0
2015-09-20,115,0
2015-09-21,67,0
2015-09-22,82,0
2015-09-23,76,0
2015-09-24,87,0
2015-09-25,96,0
2015-09-26,115,0
2015-09-27,102,0
2015-09-28,60,0
2015-09-29,92,0
2015-09-30,105,0
2015-10-01,82,0
2015-10-02,88,0
2015-10-03,91,0
2015-10-04,106,0
2015-10-05,72,0
2015-10-06,77,0
2015-10-07,88,0
2015-10-08,81,0
2015-10-09,109,0
2015-10-10,92,0
2015-10-11,94,0
2015-10-12,81,0
2015-10-13,79,0
2015-10-14,79,0
2015-10-15,61,0
2015-10-16,109,0
2015-10-17,104,0
2015-10-18,100,0
2015-10-19,64,0
2015-10-20,82,0
2015-10-21,67,0
2015-10-22,82,0
2015-10-23,90,0
2015-10-24,110,0
2015-10-25,118,0
2015-10-26,65,0
2015-10-27,74,0
2015-10-28,94,0
2015-10-29,89,0
2015-10-30,91,0
2015-10-31,104,0
2015-11-01,103,0
2015-11-02,87,0
2015-11-03,80,0
2015-11-04,91,0
2015-11-05,97,0
2015-11-06,106,0
2015-11-07,95,0
2015-11-08,105,0
2015-11-09,71,0
2015-11-10,94,0
2015-11-11,97,0
2015-11-12,83,0
2015-11-13,108,0
2015-11-14,103,0
2015-11-15,118,0
2015-11-16,84,0
2015-11-17,84,0
2015-11-18,86,0
2015-11-19,94,0
2015-11-20,97,0
2015-11-21,116,0
2015-11-22,103,0
2015-11-23,80,0
2015-11-24,88,0
2015-11-25,90,0
2015-11-26,98,0
2015-11-27,101,0
2015-11-28,106,0
2015-11-29,132,0
2015-11-30,61,0
2015-12-01,65,0
2015-12-02,58,0
2015-12-03,63,0
2015-12-04,61,0
2015-12-05,69,0
2015-12-06,69,0
2015-12-07,49,0
2015-12-08,69,0
2015-12-09,64,0
2015-12-10,66,0
2015-12-11,83,0
2015-12-12,69,0
2015-12-13,66,0
2015-12-14,60,0
2015-12-15,64,0
2015-12-16,60,0
2015-12-17,68,0
2015-12-18,75,0
2015-12-19,79,0
2015-12-20,77,0
2015-12-21,52,0
2015-12-22,72,0
2015-12-23,64,0
2015-12-24,66,0
2015-12-25,77,0
2015-12-26,71,0
2015-12-27,90,0
2015-12-28,57,0
2015-12-29,66,0
2015-12-30,66,0
2015-12-31,68,0
2016-01-01,68,0
2016-01-02,71,0
2016-01-03,94,0
2016-01-04,55,0
2016-01-05,59,0
2016-01-06,55,0
2016-01-07,64,0
2016-01-08,79,0
2016-01-09,75,0
2016-01-10,76,0
2016-01-11,44,0
2016-01-12,80,0
2016-01-13,73,0
2016-01-14,65,0
2016-01-15,81,0
2016-01-16,79,0
2016-01-17,78,0
2016-01-18,67,0
2016-01-19,72,0
2016-01-20,50,0
2016-01-21,68,0
2016-01-22,69,0
2016-01-23,66,0
2016-01-24,95,0
2016-01-25,47,0
2016-01-26,65,0
2016-01-27,64,0
2016-01-28,68,0
2016-01-29,67,0
2016-01-30,73,0
2016-01-31,82,0
2016-02-01,58,0
2016-02-02,82,0
2016-02-03,78,0
2016-02-04,68,0
2016-02-05,73,0
2016-02-06,89,0
2016-02-07,71,0
2016-02-08,61,0
2016-02-09,74,0
2016-02-10,64,0
2016-02-11,79,0
2016-02-12,78,0
2016-02-13,71,0
2016-02-14,85,0
2016-02-15,47,0
2016-02-16,72,0
2016-02-17,63,0
2016-02-18,59,0
2016-02-19,71,0
2016-02-20,65,0
2016-02-21,76,0
2016-02-22,57,0
2016-02-23,74,0
2016-02-24,79,0
2016-02-25,71,0
2016-02-26,70,0
2016-02-27,88,0
2016-02-28,70,0
2016-02-29,60,0
2016-03-01,79,0
2016-03-02,82,0
2016-03-03,97,0
2016-03-04,99,0
2016-03-05,106,0
2016-03-06,99,0
2016-03-07,73,0
2016-03-08,78,0
2016-03-09,75,0
2016-03-10,104,0
2016-03-11,93,0
2016-03-12,104,0
2016-03-13,93,0
2016-03-14,81,0
2016-03-15,80,0
2016-03-16,74,0
2016-03-17,85,0
2016-03-18,100,0
2016-03-19,98,0
2016-03-20,108,0
2016-03-21,67,0
2016-03-22,83,0
2016-03-23,73,0
2016-03-24,95,0
2016-03-25,95,0
2016-03-26,120,0
2016-03-27,102,0
2016-03-28,81,0
2016-03-29,61,0
2016-03-30,90,0
2016-03-31,82,0
2016-04-01,117,0
2016-04-02,108,0
2016-04-03,139,0
2016-04-04,80,0
2016-04-05,90,0
2016-04-06,109,0
2016-04-07,110,0
2016-04-08,90,0
2016-04-09,129,0
2016-04-10,115,0
2016-04-11,85,0
2016-04-12,103,0
2016-04-13,86,0
2016-04-14,96,0
2016-04-15,104,0
2016-04-16,112,0
2016-04-17,151,0
2016-04-18,83,0
2016-04-19,92,0
2016-04-20,109,0
2016-04-21,98,0
2016-04-22,107,0
2016-04-23,103,0
2016-04-24,134,0
2016-04-25,104,0
2016-04-26,120,0
2016-04-27,77,0
2016-04-28,112,0
2016-04-29,122,0
2016-04-30,120,0
2016-05-01,143,0
2016-05-02,91,0
2016-05-03,83,0
2016-05-04,90,0
2016-05-05,122,0
2016-05-06,107,0
2016-05-07,119,0
2016-05-08,136,0
2016-05-09,91,0
2016-05-10,107,0
2016-05-11,95,0
2016-05-12,115,0
2016-05-13,109,0
2016-05-14,128,0
2016-05-15,148,0
2016-05-16,92,0
2016-05-17,95,0
2016-05-18,108,0
2016-05-19,112,0
2016-05-20,127,0
2016-05-21,131,0
2016-05-22,145,0
2016-05-23,87,0
2016-05-24,99,0
2016-05-25,113,0
2016-05-26,115,0
2016-05-27,118,0
2016-05-28,125,0
2016-05-29,124,0
2016-05-30,76,0
2016-05-31,106,0
2016-06-01,101,0
2016-06-02,119,0
2016-06-03,122,0
2016-06-04,119,0
2016-06-05,127,0
2016-06-06,91,0
2016-06-07,115,0
2016-06-08,93,0
2016-06-09,106,0
2016-06-10,115,0
2016-06-11,122,0
2016-06-12,166,0
2016-06-13,105,0
2016-06-14,122,0
2016-06-15,103,0
2016-06-16,114,0
2016-06-17,117,0
2016-06-18,121,0
2016-06-19,138,0
2016-06-20,88,0
2016-06-21,97,0
2016-06-22,104,0
2016-06-23,133,0
2016-06-24,137,0
