y,ds,unique_id
1373,2021-01-08,0
1374,2021-01-09,0
1375,2021-01-10,0
1376,2021-01-11,0
1377,2021-01-12,0
1378,2021-01-13,0
1379,2021-01-14,0
1380,2021-01-15,0
1381,2021-01-16,0
1382,2021-01-17,0
1383,2021-01-18,0
1384,2021-01-19,0
1385,2021-01-20,0
1386,2021-01-21,0
1387,2021-01-22,0
1388,2021-01-23,0
1389,2021-01-24,0
1390,2021-01-25,0
1391,2021-01-26,0
1392,2021-01-27,0
1393,2021-01-28,0
1394,2021-01-29,0
1395,2021-01-30,0
1396,2021-01-31,0
1397,2021-02-01,0
1398,2021-02-02,0
1399,2021-02-03,0
1400,2021-02-04,0
1401,2021-02-05,0
1402,2021-02-06,0
1403,2021-02-07,0
1404,2021-02-08,0
1405,2021-02-09,0
1406,2021-02-10,0
1407,2021-02-11,0
1408,2021-02-12,0
1409,2021-02-13,0
1410,2021-02-14,0
1411,2021-02-15,0
1412,2021-02-16,0
1413,2021-02-17,0
1414,2021-02-18,0
1415,2021-02-19,0
1416,2021-02-20,0
1417,2021-02-21,0
1418,2021-02-22,0
1419,2021-02-23,0
1420,2021-02-24,0
1421,2021-02-25,0
1422,2021-02-26,0
1423,2021-02-27,0
1424,2021-02-28,0
1425,2021-03-01,0
1426,2021-03-02,0
1427,2021-03-03,0
1428,2021-03-04,0
1429,2021-03-05,0
1430,2021-03-06,0
1431,2021-03-07,0
1432,2021-03-08,0
1433,2021-03-09,0
1434,2021-03-10,0
1435,2021-03-11,0
1436,2021-03-12,0
1437,2021-03-13,0
1438,2021-03-14,0
1439,2021-03-15,0
1440,2021-03-16,0
1441,2021-03-17,0
1442,2021-03-18,0
1443,2021-03-19,0
1444,2021-03-20,0
1445,2021-03-21,0
1446,2021-03-22,0
1447,2021-03-23,0
1448,2021-03-24,0
1449,2021-03-25,0
1450,2021-03-26,0
1451,2021-03-27,0
1452,2021-03-28,0
1453,2021-03-29,0
1454,2021-03-30,0
1455,2021-03-31,0
1456,2021-04-01,0
1457,2021-04-02,0
1458,2021-04-03,0
1459,2021-04-04,0
1460,2021-04-05,0
1461,2021-04-06,0
1462,2021-04-07,0
1463,2021-04-08,0
1464,2021-04-09,0
1465,2021-04-10,0
1466,2021-04-11,0
1467,2021-04-12,0
1468,2021-04-13,0
1469,2021-04-14,0
1470,2021-04-15,0
1471,2021-04-16,0
1472,2021-04-17,0
1473,2021-04-18,0
1474,2021-04-19,0
1475,2021-04-20,0
1476,2021-04-21,0
1477,2021-04-22,0
1478,2021-04-23,0
1479,2021-04-24,0
1480,2021-04-25,0
1481,2021-04-26,0
1482,2021-04-27,0
1483,2021-04-28,0
1484,2021-04-29,0
1485,2021-04-30,0
1486,2021-05-01,0
1487,2021-05-02,0
1488,2021-05-03,0
1489,2021-05-04,0
1490,2021-05-05,0
1491,2021-05-06,0
1492,2021-05-07,0
1493,2021-05-08,0
1494,2021-05-09,0
1495,2021-05-10,0
1496,2021-05-11,0
1497,2021-05-12,0
1498,2021-05-13,0
1499,2021-05-14,0
1500,2021-05-15,0
1501,2021-05-16,0
1502,2021-05-17,0
1503,2021-05-18,0
1504,2021-05-19,0
1505,2021-05-20,0
1506,2021-05-21,0
1507,2021-05-22,0
1508,2021-05-23,0
1509,2021-05-24,0
1510,2021-05-25,0
1511,2021-05-26,0
1512,2021-05-27,0
1513,2021-05-28,0
1514,2021-05-29,0
1515,2021-05-30,0
1516,2021-05-31,0
1517,2021-06-01,0
1518,2021-06-02,0
1519,2021-06-03,0
1520,2021-06-04,0
1521,2021-06-05,0
1522,2021-06-06,0
1523,2021-06-07,0
1524,2021-06-08,0
1525,2021-06-09,0
1526,2021-06-10,0
1527,2021-06-11,0
1528,2021-06-12,0
1529,2021-06-13,0
1530,2021-06-14,0
1531,2021-06-15,0
1532,2021-06-16,0
1533,2021-06-17,0
1534,2021-06-18,0
1535,2021-06-19,0
1536,2021-06-20,0
1537,2021-06-21,0
1538,2021-06-22,0
1539,2021-06-23,0
1540,2021-06-24,0
1541,2021-06-25,0
1542,2021-06-26,0
1543,2021-06-27,0
1544,2021-06-28,0
1545,2021-06-29,0
1546,2021-06-30,0
1547,2021-07-01,0
1548,2021-07-02,0
1549,2021-07-03,0
1550,2021-07-04,0
1551,2021-07-05,0
1552,2021-07-06,0
1553,2021-07-07,0
1554,2021-07-08,0
1555,2021-07-09,0
1556,2021-07-10,0
1557,2021-07-11,0
1558,2021-07-12,0
1559,2021-07-13,0
1560,2021-07-14,0
1561,2021-07-15,0
1562,2021-07-16,0
1563,2021-07-17,0
1564,2021-07-18,0
1565,2021-07-19,0
1566,2021-07-20,0
1567,2021-07-21,0
1568,2021-07-22,0
1569,2021-07-23,0
1570,2021-07-24,0
1571,2021-07-25,0
1572,2021-07-26,0
1573,2021-07-27,0
1574,2021-07-28,0
1575,2021-07-29,0
1576,2021-07-30,0
1577,2021-07-31,0
1578,2021-08-01,0
1579,2021-08-02,0
1580,2021-08-03,0
1581,2021-08-04,0
1582,2021-08-05,0
1583,2021-08-06,0
1584,2021-08-07,0
1585,2021-08-08,0
1586,2021-08-09,0
1587,2021-08-10,0
1588,2021-08-11,0
1589,2021-08-12,0
1590,2021-08-13,0
1591,2021-08-14,0
1592,2021-08-15,0
1593,2021-08-16,0
1594,2021-08-17,0
1595,2021-08-18,0
1596,2021-08-19,0
1597,2021-08-20,0
1598,2021-08-21,0
1599,2021-08-22,0
1600,2021-08-23,0
1601,2021-08-24,0
1602,2021-08-25,0
1603,2021-08-26,0
1604,2021-08-27,0
1605,2021-08-28,0
1606,2021-08-29,0
1607,2021-08-30,0
1608,2021-08-31,0
1609,2021-09-01,0
1610,2021-09-02,0
1611,2021-09-03,0
1612,2021-09-04,0
1613,2021-09-05,0
1614,2021-09-06,0
1615,2021-09-07,0
1616,2021-09-08,0
1617,2021-09-09,0
1618,2021-09-10,0
1619,2021-09-11,0
1620,2021-09-12,0
1621,2021-09-13,0
1622,2021-09-14,0
1623,2021-09-15,0
1624,2021-09-16,0
1625,2021-09-17,0
1626,2021-09-18,0
1627,2021-09-19,0
1628,2021-09-20,0
1629,2021-09-21,0
1630,2021-09-22,0
1631,2021-09-23,0
1632,2021-09-24,0
1633,2021-09-25,0
1634,2021-09-26,0
1635,2021-09-27,0
1636,2021-09-28,0
1637,2021-09-29,0
1638,2021-09-30,0
1639,2021-10-01,0
1640,2021-10-02,0
1641,2021-10-03,0
1642,2021-10-04,0
1643,2021-10-05,0
1644,2021-10-06,0
1645,2021-10-07,0
1646,2021-10-08,0
1647,2021-10-09,0
1648,2021-10-10,0
1649,2021-10-11,0
1650,2021-10-12,0
1651,2021-10-13,0
1652,2021-10-14,0
1653,2021-10-15,0
1654,2021-10-16,0
1655,2021-10-17,0
1656,2021-10-18,0
1657,2021-10-19,0
1658,2021-10-20,0
1659,2021-10-21,0
1660,2021-10-22,0
1661,2021-10-23,0
1662,2021-10-24,0
1663,2021-10-25,0
1664,2021-10-26,0
1665,2021-10-27,0
1666,2021-10-28,0
1667,2021-10-29,0
1668,2021-10-30,0
1669,2021-10-31,0
1670,2021-11-01,0
1671,2021-11-02,0
1672,2021-11-03,0
1673,2021-11-04,0
1674,2021-11-05,0
1675,2021-11-06,0
1676,2021-11-07,0
1677,2021-11-08,0
1678,2021-11-09,0
1679,2021-11-10,0
1680,2021-11-11,0
1681,2021-11-12,0
1682,2021-11-13,0
1683,2021-11-14,0
1684,2021-11-15,0
1685,2021-11-16,0
1686,2021-11-17,0
1687,2021-11-18,0
1688,2021-11-19,0
1689,2021-11-20,0
1690,2021-11-21,0
1691,2021-11-22,0
1692,2021-11-23,0
1693,2021-11-24,0
1694,2021-11-25,0
1695,2021-11-26,0
1696,2021-11-27,0
1697,2021-11-28,0
1698,2021-11-29,0
1699,2021-11-30,0
1700,2021-12-01,0
1701,2021-12-02,0
1702,2021-12-03,0
1703,2021-12-04,0
1704,2021-12-05,0
1705,2021-12-06,0
1706,2021-12-07,0
1707,2021-12-08,0
1708,2021-12-09,0
1709,2021-12-10,0
1710,2021-12-11,0
1711,2021-12-12,0
1712,2021-12-13,0
1713,2021-12-14,0
1714,2021-12-15,0
1715,2021-12-16,0
1716,2021-12-17,0
1717,2021-12-18,0
1718,2021-12-19,0
1719,2021-12-20,0
1720,2021-12-21,0
1721,2021-12-22,0
1722,2021-12-23,0
1723,2021-12-24,0
1724,2021-12-25,0
1725,2021-12-26,0
1726,2021-12-27,0
1727,2021-12-28,0
1728,2021-12-29,0
1729,2021-12-30,0
1730,2021-12-31,0
1731,2022-01-01,0
1732,2022-01-02,0
1733,2022-01-03,0
1734,2022-01-04,0
1735,2022-01-05,0
1736,2022-01-06,0
1737,2022-01-07,0
1738,2022-01-08,0
1739,2022-01-09,0
1740,2022-01-10,0
1741,2022-01-11,0
1742,2022-01-12,0
1743,2022-01-13,0
1744,2022-01-14,0
1745,2022-01-15,0
1746,2022-01-16,0
1747,2022-01-17,0
1748,2022-01-18,0
1749,2022-01-19,0
1750,2022-01-20,0
1751,2022-01-21,0
1752,2022-01-22,0
1753,2022-01-23,0
1754,2022-01-24,0
1755,2022-01-25,0
1756,2022-01-26,0
1757,2022-01-27,0
1758,2022-01-28,0
1759,2022-01-29,0
1760,2022-01-30,0
1761,2022-01-31,0
1762,2022-02-01,0
1763,2022-02-02,0
1764,2022-02-03,0
1765,2022-02-04,0
1766,2022-02-05,0
1767,2022-02-06,0
1768,2022-02-07,0
1769,2022-02-08,0
1770,2022-02-09,0
1771,2022-02-10,0
1772,2022-02-11,0
1773,2022-02-12,0
1774,2022-02-13,0
1775,2022-02-14,0
1776,2022-02-15,0
1777,2022-02-16,0
1778,2022-02-17,0
1779,2022-02-18,0
1780,2022-02-19,0
1781,2022-02-20,0
1782,2022-02-21,0
1783,2022-02-22,0
1784,2022-02-23,0
1785,2022-02-24,0
1786,2022-02-25,0
1787,2022-02-26,0
1788,2022-02-27,0
1789,2022-02-28,0
1790,2022-03-01,0
1791,2022-03-02,0
1792,2022-03-03,0
1793,2022-03-04,0
1794,2022-03-05,0
1795,2022-03-06,0
1796,2022-03-07,0
1797,2022-03-08,0
1798,2022-03-09,0
1799,2022-03-10,0
1800,2022-03-11,0
1801,2022-03-12,0
1802,2022-03-13,0
1803,2022-03-14,0
1804,2022-03-15,0
1805,2022-03-16,0
1806,2022-03-17,0
1807,2022-03-18,0
1808,2022-03-19,0
1809,2022-03-20,0
1810,2022-03-21,0
1811,2022-03-22,0
1812,2022-03-23,0
1813,2022-03-24,0
1814,2022-03-25,0
1815,2022-03-26,0
1816,2022-03-27,0
1817,2022-03-28,0
1818,2022-03-29,0
1819,2022-03-30,0
1820,2022-03-31,0
1821,2022-04-01,0
1822,2022-04-02,0
1823,2022-04-03,0
1824,2022-04-04,0
1825,2022-04-05,0
1826,2022-04-06,0
1827,2022-04-07,0
1828,2022-04-08,0
1829,2022-04-09,0
1830,2022-04-10,0
1831,2022-04-11,0
1832,2022-04-12,0
1833,2022-04-13,0
1834,2022-04-14,0
1835,2022-04-15,0
1836,2022-04-16,0
1837,2022-04-17,0
1838,2022-04-18,0
1839,2022-04-19,0
1840,2022-04-20,0
1841,2022-04-21,0
1842,2022-04-22,0
1843,2022-04-23,0
1844,2022-04-24,0
1845,2022-04-25,0
1846,2022-04-26,0
1847,2022-04-27,0
1848,2022-04-28,0
1849,2022-04-29,0
1850,2022-04-30,0
1851,2022-05-01,0
1852,2022-05-02,0
1853,2022-05-03,0
1854,2022-05-04,0
1855,2022-05-05,0
1856,2022-05-06,0
1857,2022-05-07,0
1858,2022-05-08,0
1859,2022-05-09,0
1860,2022-05-10,0
1861,2022-05-11,0
1862,2022-05-12,0
1863,2022-05-13,0
1864,2022-05-14,0
1865,2022-05-15,0
1866,2022-05-16,0
1867,2022-05-17,0
1868,2022-05-18,0
1869,2022-05-19,0
1870,2022-05-20,0
1871,2022-05-21,0
1872,2022-05-22,0
1873,2022-05-23,0
1874,2022-05-24,0
1875,2022-05-25,0
1876,2022-05-26,0
1877,2022-05-27,0
1878,2022-05-28,0
1879,2022-05-29,0
1880,2022-05-30,0
1881,2022-05-31,0
1882,2022-06-01,0
1883,2022-06-02,0
1884,2022-06-03,0
1885,2022-06-04,0
1886,2022-06-05,0
1887,2022-06-06,0
1888,2022-06-07,0
1889,2022-06-08,0
1890,2022-06-09,0
1891,2022-06-10,0
1892,2022-06-11,0
1893,2022-06-12,0
1894,2022-06-13,0
1895,2022-06-14,0
1896,2022-06-15,0
1897,2022-06-16,0
1898,2022-06-17,0
1899,2022-06-18,0
1900,2022-06-19,0
1901,2022-06-20,0
1902,2022-06-21,0
1903,2022-06-22,0
1904,2022-06-23,0
1905,2022-06-24,0
1906,2022-06-25,0
1907,2022-06-26,0
1908,2022-06-27,0
1909,2022-06-28,0
1910,2022-06-29,0
1911,2022-06-30,0
1912,2022-07-01,0
1913,2022-07-02,0
1914,2022-07-03,0
1915,2022-07-04,0
1916,2022-07-05,0
1917,2022-07-06,0
1918,2022-07-07,0
1919,2022-07-08,0
1920,2022-07-09,0
1921,2022-07-10,0
1922,2022-07-11,0
1923,2022-07-12,0
1924,2022-07-13,0
1925,2022-07-14,0
1926,2022-07-15,0
1927,2022-07-16,0
1928,2022-07-17,0
1929,2022-07-18,0
1930,2022-07-19,0
1931,2022-07-20,0
1932,2022-07-21,0
1933,2022-07-22,0
1934,2022-07-23,0
1935,2022-07-24,0
1936,2022-07-25,0
1937,2022-07-26,0
1938,2022-07-27,0
1939,2022-07-28,0
1940,2022-07-29,0
1941,2022-07-30,0
1942,2022-07-31,0
1943,2022-08-01,0
1944,2022-08-02,0
1945,2022-08-03,0
1946,2022-08-04,0
1947,2022-08-05,0
1948,2022-08-06,0
1949,2022-08-07,0
1950,2022-08-08,0
1951,2022-08-09,0
1952,2022-08-10,0
1953,2022-08-11,0
1954,2022-08-12,0
1955,2022-08-13,0
1956,2022-08-14,0
1957,2022-08-15,0
1958,2022-08-16,0
1959,2022-08-17,0
1960,2022-08-18,0
1961,2022-08-19,0
1962,2022-08-20,0
1963,2022-08-21,0
1964,2022-08-22,0
1965,2022-08-23,0
1966,2022-08-24,0
1967,2022-08-25,0
1968,2022-08-26,0
1969,2022-08-27,0
1970,2022-08-28,0
1971,2022-08-29,0
1972,2022-08-30,0
1973,2022-08-31,0
1974,2022-09-01,0
1975,2022-09-02,0
1976,2022-09-03,0
1977,2022-09-04,0
1978,2022-09-05,0
1979,2022-09-06,0
1980,2022-09-07,0
1981,2022-09-08,0
1982,2022-09-09,0
1983,2022-09-10,0
1984,2022-09-11,0
1985,2022-09-12,0
1986,2022-09-13,0
1987,2022-09-14,0
1988,2022-09-15,0
1989,2022-09-16,0
1990,2022-09-17,0
1991,2022-09-18,0
1992,2022-09-19,0
1993,2022-09-20,0
1994,2022-09-21,0
1995,2022-09-22,0
1996,2022-09-23,0
1997,2022-09-24,0
1998,2022-09-25,0
1999,2022-09-26,0
2000,2020-01-01,1
2001,2020-01-02,1
2002,2020-01-03,1
2003,2020-01-04,1
2004,2020-01-05,1
2005,2020-01-06,1
2006,2020-01-07,1
2007,2020-01-08,1
2008,2020-01-09,1
2009,2020-01-10,1
2010,2020-01-11,1
2011,2020-01-12,1
2012,2020-01-13,1
2013,2020-01-14,1
2014,2020-01-15,1
2015,2020-01-16,1
2016,2020-01-17,1
2017,2020-01-18,1
2018,2020-01-19,1
2019,2020-01-20,1
2020,2020-01-21,1
2021,2020-01-22,1
2022,2020-01-23,1
2023,2020-01-24,1
2024,2020-01-25,1
2025,2020-01-26,1
2026,2020-01-27,1
2027,2020-01-28,1
2028,2020-01-29,1
2029,2020-01-30,1
2030,2020-01-31,1
2031,2020-02-01,1
2032,2020-02-02,1
2033,2020-02-03,1
2034,2020-02-04,1
2035,2020-02-05,1
2036,2020-02-06,1
2037,2020-02-07,1
2038,2020-02-08,1
2039,2020-02-09,1
2040,2020-02-10,1
2041,2020-02-11,1
2042,2020-02-12,1
2043,2020-02-13,1
2044,2020-02-14,1
2045,2020-02-15,1
2046,2020-02-16,1
2047,2020-02-17,1
2048,2020-02-18,1
2049,2020-02-19,1
2050,2020-02-20,1
2051,2020-02-21,1
2052,2020-02-22,1
2053,2020-02-23,1
2054,2020-02-24,1
2055,2020-02-25,1
2056,2020-02-26,1
2057,2020-02-27,1
2058,2020-02-28,1
2059,2020-02-29,1
2060,2020-03-01,1
2061,2020-03-02,1
2062,2020-03-03,1
2063,2020-03-04,1
2064,2020-03-05,1
2065,2020-03-06,1
2066,2020-03-07,1
2067,2020-03-08,1
2068,2020-03-09,1
2069,2020-03-10,1
2070,2020-03-11,1
2071,2020-03-12,1
2072,2020-03-13,1
2073,2020-03-14,1
2074,2020-03-15,1
2075,2020-03-16,1
2076,2020-03-17,1
2077,2020-03-18,1
2078,2020-03-19,1
2079,2020-03-20,1
2080,2020-03-21,1
2081,2020-03-22,1
2082,2020-03-23,1
2083,2020-03-24,1
2084,2020-03-25,1
2085,2020-03-26,1
2086,2020-03-27,1
2087,2020-03-28,1
2088,2020-03-29,1
2089,2020-03-30,1
2090,2020-03-31,1
2091,2020-04-01,1
2092,2020-04-02,1
2093,2020-04-03,1
2094,2020-04-04,1
2095,2020-04-05,1
2096,2020-04-06,1
2097,2020-04-07,1
2098,2020-04-08,1
2099,2020-04-09,1
2100,2020-04-10,1
2101,2020-04-11,1
2102,2020-04-12,1
2103,2020-04-13,1
2104,2020-04-14,1
2105,2020-04-15,1
2106,2020-04-16,1
2107,2020-04-17,1
2108,2020-04-18,1
2109,2020-04-19,1
2110,2020-04-20,1
2111,2020-04-21,1
2112,2020-04-22,1
2113,2020-04-23,1
2114,2020-04-24,1
2115,2020-04-25,1
2116,2020-04-26,1
2117,2020-04-27,1
2118,2020-04-28,1
2119,2020-04-29,1
2120,2020-04-30,1
2121,2020-05-01,1
2122,2020-05-02,1
2123,2020-05-03,1
2124,2020-05-04,1
2125,2020-05-05,1
2126,2020-05-06,1
2127,2020-05-07,1
2128,2020-05-08,1
2129,2020-05-09,1
2130,2020-05-10,1
2131,2020-05-11,1
2132,2020-05-12,1
2133,2020-05-13,1
2134,2020-05-14,1
2135,2020-05-15,1
2136,2020-05-16,1
2137,2020-05-17,1
2138,2020-05-18,1
2139,2020-05-19,1
2140,2020-05-20,1
2141,2020-05-21,1
2142,2020-05-22,1
2143,2020-05-23,1
2144,2020-05-24,1
2145,2020-05-25,1
2146,2020-05-26,1
2147,2020-05-27,1
2148,2020-05-28,1
2149,2020-05-29,1
2150,2020-05-30,1
2151,2020-05-31,1
2152,2020-06-01,1
2153,2020-06-02,1
2154,2020-06-03,1
2155,2020-06-04,1
2156,2020-06-05,1
2157,2020-06-06,1
2158,2020-06-07,1
2159,2020-06-08,1
2160,2020-06-09,1
2161,2020-06-10,1
2162,2020-06-11,1
2163,2020-06-12,1
2164,2020-06-13,1
